filmid	moziid	datum	nezoszam	bevetel
11	5	1999.11.20	107	36140
41	6	1999.11.20	124	37724
15	7	1999.11.20	61	25156
13	8	1999.11.20	110	42630
35	9	1999.11.20	89	27700
27	10	1999.11.20	59	15168
40	11	1999.11.20	291	77642
4	12	1999.11.20	170	46070
28	13	1999.11.20	102	26892
12	14	1999.11.20	197	62273
19	15	1999.11.20	86	40084
23	16	1999.11.20	157	60417
19	17	1999.11.20	94	19958
42	18	1999.11.20	130	30270
44	19	1999.11.20	122	38098
2	20	1999.11.20	195	49630
44	21	1999.11.20	124	49604
40	22	1999.11.20	215	82545
15	23	1999.11.20	139	49089
28	24	1999.11.20	45	18845
43	25	1999.11.20	78	37314
37	26	1999.11.20	127	46477
1	27	1999.11.20	127	30002
25	28	1999.11.20	120	57000
13	29	1999.11.20	104	40032
44	30	1999.11.20	108	33740
6	31	1999.11.20	119	27927
41	32	1999.11.20	100	49400
23	33	1999.11.20	48	19756
38	34	1999.11.20	156	49492
17	35	1999.11.20	96	21836
9	36	1999.11.20	136	64584
40	37	1999.11.20	197	96827
24	1	1999.11.21	185	49525
8	2	1999.11.21	220	59020
8	3	1999.11.21	148	47872
43	4	1999.11.21	72	29576
18	5	1999.11.21	206	88214
17	6	1999.11.21	60	22920
37	7	1999.11.21	120	34420
2	8	1999.11.21	42	21304
4	9	1999.11.21	71	31791
18	10	1999.11.21	163	34504
17	11	1999.11.21	117	30520
16	12	1999.11.21	145	72185
18	13	1999.11.21	50	12000
24	14	1999.11.21	92	33440
40	15	1999.11.21	187	74239
18	16	1999.11.21	120	44640
24	17	1999.11.21	117	35298
29	18	1999.11.21	76	19112
23	19	1999.11.21	40	9900
12	20	1999.11.21	163	65759
8	21	1999.11.21	195	77845
8	22	1999.11.21	59	16176
6	23	1999.11.21	58	22006
41	24	1999.11.21	82	30600
40	25	1999.11.21	98	47070
18	26	1999.11.21	51	15702
32	27	1999.11.21	64	25408
29	28	1999.11.21	141	67911
12	29	1999.11.21	107	35312
33	30	1999.11.21	112	49332
3	31	1999.11.21	82	29228
42	32	1999.11.21	147	44747
39	33	1999.11.21	32	12420
29	34	1999.11.21	132	28776
16	35	1999.11.21	156	42964
39	36	1999.11.21	136	50188
27	37	1999.11.21	134	41838
40	1	1999.11.22	172	74140
28	2	1999.11.22	140	35680
39	3	1999.11.22	181	52942
24	4	1999.11.22	52	21476
7	5	1999.11.22	101	34029
41	6	1999.11.22	140	45980
32	7	1999.11.22	95	38855
44	8	1999.11.22	142	59130
12	9	1999.11.22	171	41682
16	10	1999.11.22	37	16466
21	11	1999.11.22	180	75260
18	12	1999.11.22	291	126321
10	13	1999.11.22	160	72280
10	14	1999.11.22	123	53429
26	15	1999.11.22	220	91800
41	16	1999.11.22	142	40150
12	17	1999.11.22	123	32642
38	18	1999.11.22	82	36588
15	19	1999.11.22	152	40964
44	20	1999.11.22	132	55508
36	21	1999.11.22	204	44852
17	22	1999.11.22	54	28144
27	23	1999.11.22	46	12104
16	24	1999.11.22	154	42118
28	25	1999.11.22	105	53140
39	26	1999.11.22	133	31024
22	27	1999.11.22	119	54217
26	28	1999.11.22	186	76858
3	29	1999.11.22	57	17988
17	30	1999.11.22	50	11700
13	31	1999.11.22	133	26866
36	32	1999.11.22	117	39425
37	33	1999.11.22	105	24910
36	34	1999.11.22	91	42668
15	35	1999.11.22	207	95513
6	36	1999.11.22	77	23976
2	37	1999.11.22	107	53137
11	1	1999.11.23	214	82862
35	2	1999.11.23	67	21972
32	3	1999.11.23	160	63560
14	4	1999.11.23	73	26718
18	5	1999.11.23	178	75382
31	6	1999.11.23	145	68150
24	7	1999.11.23	126	47642
5	8	1999.11.23	44	9684
40	9	1999.11.23	43	12909
33	10	1999.11.23	118	56968
44	11	1999.11.23	114	52558
23	12	1999.11.23	83	42017
25	13	1999.11.23	36	14156
7	14	1999.11.23	186	43494
21	15	1999.11.23	62	26686
24	16	1999.11.23	46	15456
24	17	1999.11.23	88	45536
39	18	1999.11.23	39	9295
7	19	1999.11.23	173	39560
18	20	1999.11.23	191	58118
11	21	1999.11.23	108	33776
6	22	1999.11.23	59	29379
17	23	1999.11.23	91	29819
5	24	1999.11.23	149	50274
4	25	1999.11.23	57	14409
30	26	1999.11.23	77	38337
35	27	1999.11.23	106	40132
15	28	1999.11.23	108	32096
7	29	1999.11.23	84	35040
30	30	1999.11.23	70	16630
20	31	1999.11.23	46	12362
35	32	1999.11.23	94	36098
4	33	1999.11.23	28	9516
36	34	1999.11.23	142	64290
44	35	1999.11.23	261	70365
34	36	1999.11.23	88	23556
29	37	1999.11.23	94	39304
28	1	1999.11.24	291	103550
39	2	1999.11.24	150	67750
18	3	1999.11.24	121	28509
30	4	1999.11.24	33	14725
7	5	1999.11.24	94	42266
27	6	1999.11.24	51	23554
12	7	1999.11.24	93	46321
14	8	1999.11.24	144	55500
33	9	1999.11.24	77	25032
3	10	1999.11.24	73	33385
19	11	1999.11.24	189	59646
23	12	1999.11.24	62	19084
17	13	1999.11.24	55	23375
14	14	1999.11.24	126	35046
36	15	1999.11.24	88	31596
20	16	1999.11.24	83	39510
8	17	1999.11.24	72	21664
26	18	1999.11.24	98	41160
28	19	1999.11.24	54	21922
6	20	1999.11.24	178	66204
25	21	1999.11.24	46	23604
13	22	1999.11.24	148	50080
18	23	1999.11.24	97	32237
29	24	1999.11.24	169	85231
11	25	1999.11.24	149	46488
4	26	1999.11.24	139	49199
37	27	1999.11.24	124	34308
32	28	1999.11.24	279	123439
1	29	1999.11.24	33	8616
38	30	1999.11.24	85	39500
29	31	1999.11.24	67	18793
26	32	1999.11.24	184	52956
40	33	1999.11.24	118	45058
15	34	1999.11.24	99	36733
43	35	1999.11.24	99	29701
23	36	1999.11.24	55	19310
5	37	1999.11.24	100	35000
20	1	1999.11.25	176	86740
27	2	1999.11.25	132	64624
36	3	1999.11.25	245	120035
25	4	1999.11.25	135	69030
37	5	1999.11.25	147	54902
1	6	1999.11.25	123	54167
14	7	1999.11.25	163	80092
18	8	1999.11.25	166	47776
29	9	1999.11.25	75	30050
43	10	1999.11.25	178	70754
10	11	1999.11.25	75	16725
15	12	1999.11.25	99	36834
26	13	1999.11.25	57	14137
43	14	1999.11.25	86	38814
31	15	1999.11.25	235	83520
39	16	1999.11.25	62	22052
2	17	1999.11.25	75	23975
43	18	1999.11.25	76	31352
7	19	1999.11.25	152	36616
34	20	1999.11.25	193	77221
39	21	1999.11.25	184	61956
33	22	1999.11.25	114	29530
10	23	1999.11.25	63	30061
15	24	1999.11.25	79	34217
12	25	1999.11.25	161	49822
42	26	1999.11.25	100	26400
14	27	1999.11.25	60	13460
8	28	1999.11.25	276	112652
42	29	1999.11.25	40	9420
43	30	1999.11.25	100	37000
7	31	1999.11.25	32	8668
24	32	1999.11.25	90	19040
36	33	1999.11.25	81	28364
28	34	1999.11.25	38	17726
32	35	1999.11.25	69	26820
1	36	1999.11.25	37	13436
2	37	1999.11.25	65	32015
41	1	1999.11.26	73	16341
36	2	1999.11.26	225	85650
18	3	1999.11.26	287	65614
9	4	1999.11.26	78	33680
10	5	1999.11.26	127	59020
3	6	1999.11.26	83	31059
39	7	1999.11.26	93	36298
29	8	1999.11.26	94	40944
10	9	1999.11.26	54	26774
26	10	1999.11.26	174	77952
19	11	1999.11.26	183	84282
12	12	1999.11.26	207	81502
15	13	1999.11.26	48	11300
43	14	1999.11.26	132	50100
10	15	1999.11.26	110	51310
42	16	1999.11.26	113	28346
43	17	1999.11.26	126	44874
12	18	1999.11.26	94	23560
29	19	1999.11.26	136	38988
16	20	1999.11.26	71	21680
13	21	1999.11.26	85	26000
5	22	1999.11.26	223	58065
33	23	1999.11.26	91	45809
27	24	1999.11.26	39	15528
14	25	1999.11.26	96	43684
27	26	1999.11.26	34	11810
28	27	1999.11.26	100	41900
27	28	1999.11.26	291	102259
34	29	1999.11.26	72	32680
18	30	1999.11.26	48	15768
16	31	1999.11.26	75	35625
24	32	1999.11.26	117	41212
15	33	1999.11.26	85	35425
18	34	1999.11.26	88	36104
8	35	1999.11.26	144	53280
8	36	1999.11.26	131	31964
7	37	1999.11.26	46	11592
28	1	1999.11.27	182	55610
36	2	1999.11.27	57	18230
2	3	1999.11.27	81	25014
18	4	1999.11.27	57	20435
21	5	1999.11.27	94	32438
44	6	1999.11.27	49	21870
19	7	1999.11.27	43	15178
25	8	1999.11.27	80	39060
9	9	1999.11.27	50	12400
28	10	1999.11.27	102	50862
7	11	1999.11.27	60	23040
30	12	1999.11.27	86	19044
33	13	1999.11.27	117	33194
35	14	1999.11.27	71	31311
30	15	1999.11.27	79	18733
25	16	1999.11.27	173	49651
12	17	1999.11.27	84	36160
42	18	1999.11.27	130	39240
34	19	1999.11.27	150	39500
32	20	1999.11.27	111	44267
14	21	1999.11.27	55	11925
21	22	1999.11.27	158	53214
16	23	1999.11.27	114	41896
22	24	1999.11.27	77	37953
17	25	1999.11.27	87	43191
7	26	1999.11.27	91	46209
37	27	1999.11.27	32	17240
10	28	1999.11.27	228	94364
9	29	1999.11.27	96	34524
40	30	1999.11.27	91	45126
15	31	1999.11.27	103	40034
1	32	1999.11.27	153	75682
4	33	1999.11.27	84	21836
25	34	1999.11.27	104	29168
35	35	1999.11.27	72	22616
33	36	1999.11.27	54	26170
40	37	1999.11.27	88	34304
36	1	1999.11.28	208	59124
25	2	1999.11.28	172	67332
39	3	1999.11.28	193	69922
1	4	1999.11.28	132	60920
27	5	1999.11.28	61	24173
15	6	1999.11.28	59	17641
14	7	1999.11.28	86	38622
4	8	1999.11.28	128	45968
34	9	1999.11.28	106	44296
14	10	1999.11.28	147	69014
24	11	1999.11.28	129	45318
8	12	1999.11.28	282	105586
12	13	1999.11.28	160	38120
27	14	1999.11.28	201	41805
25	15	1999.11.28	115	37365
31	16	1999.11.28	113	29567
12	17	1999.11.28	52	19808
6	18	1999.11.28	121	34191
5	19	1999.11.28	110	38610
35	20	1999.11.28	69	17243
17	21	1999.11.28	161	80512
23	22	1999.11.28	106	50414
30	23	1999.11.28	145	64005
22	24	1999.11.28	135	32195
44	25	1999.11.28	202	88962
15	26	1999.11.28	139	33765
29	27	1999.11.28	37	15342
31	28	1999.11.28	171	61363
17	29	1999.11.28	71	29697
14	30	1999.11.28	28	7868
43	31	1999.11.28	89	19134
24	32	1999.11.28	163	80166
12	33	1999.11.28	70	17690
44	34	1999.11.28	136	36560
2	35	1999.11.28	201	75471
34	36	1999.11.28	141	43641
6	37	1999.11.28	67	26865
30	1	1999.11.29	92	42636
16	2	1999.11.29	170	78950
31	3	1999.11.29	254	118872
44	4	1999.11.29	132	50932
32	5	1999.11.29	110	43320
33	6	1999.11.29	80	33920
14	7	1999.11.29	149	54046
43	8	1999.11.29	166	36356
25	9	1999.11.29	80	25660
34	10	1999.11.29	84	28404
14	11	1999.11.29	126	44804
21	12	1999.11.29	155	70540
23	13	1999.11.29	104	43004
3	14	1999.11.29	163	37812
40	15	1999.11.29	194	42828
12	16	1999.11.29	175	54875
28	17	1999.11.29	42	21122
9	18	1999.11.29	73	34218
23	19	1999.11.29	45	14180
21	20	1999.11.29	63	18469
39	21	1999.11.29	181	62640
32	22	1999.11.29	145	69620
17	23	1999.11.29	39	12322
24	24	1999.11.29	82	36504
42	25	1999.11.29	128	27168
2	26	1999.11.29	69	23118
5	27	1999.11.29	123	32365
16	28	1999.11.29	183	39562
10	29	1999.11.29	91	40249
25	30	1999.11.29	57	25597
6	31	1999.11.29	106	24586
3	32	1999.11.29	86	31472
31	33	1999.11.29	88	20620
18	34	1999.11.29	102	45678
16	35	1999.11.29	72	17156
10	36	1999.11.29	72	18452
37	37	1999.11.29	115	41140
7	1	1999.11.30	128	57660
21	2	1999.11.30	132	60492
38	3	1999.11.30	154	54000
36	4	1999.11.30	69	30573
22	5	1999.11.30	57	27436
11	6	1999.11.30	78	24166
22	7	1999.11.30	138	47710
30	8	1999.11.30	134	41934
6	9	1999.11.30	106	41310
2	10	1999.11.30	95	37675
24	11	1999.11.30	99	34964
4	12	1999.11.30	223	81149
28	13	1999.11.30	135	53990
5	14	1999.11.30	107	39269
33	15	1999.11.30	180	63140
40	16	1999.11.30	181	41282
35	17	1999.11.30	85	34030
31	18	1999.11.30	118	26460
34	19	1999.11.30	49	10731
28	20	1999.11.30	180	82320
3	21	1999.11.30	170	75480
34	22	1999.11.30	75	35050
24	23	1999.11.30	124	52160
8	24	1999.11.30	124	35692
44	25	1999.11.30	52	23112
12	26	1999.11.30	93	19600
8	27	1999.11.30	56	25772
10	28	1999.11.30	234	68026
4	29	1999.11.30	72	20468
31	30	1999.11.30	103	39701
3	31	1999.11.30	103	24054
10	32	1999.11.30	191	69869
16	33	1999.11.30	91	32504
39	34	1999.11.30	140	44380
22	35	1999.11.30	129	45221
14	36	1999.11.30	55	19220
42	37	1999.11.30	159	62451
34	1	1999.12.01	227	103385
6	2	1999.12.01	102	46704
22	3	1999.12.01	199	90647
40	4	1999.12.01	129	58518
8	5	1999.12.01	81	27540
34	6	1999.12.01	94	30322
32	7	1999.12.01	138	57390
39	8	1999.12.01	190	94170
37	9	1999.12.01	105	52185
12	10	1999.12.01	59	14419
44	11	1999.12.01	180	79340
35	12	1999.12.01	204	76392
23	13	1999.12.01	156	49940
9	14	1999.12.01	113	42997
2	15	1999.12.01	112	52892
7	16	1999.12.01	44	20980
3	17	1999.12.01	54	20044
13	18	1999.12.01	50	11250
8	19	1999.12.01	35	16550
33	20	1999.12.01	113	44627
33	21	1999.12.01	126	26978
18	22	1999.12.01	197	94278
17	23	1999.12.01	30	12850
31	24	1999.12.01	59	23923
15	25	1999.12.01	174	58768
12	26	1999.12.01	139	33321
16	27	1999.12.01	46	12060
35	28	1999.12.01	288	124516
2	29	1999.12.01	33	10175
21	30	1999.12.01	92	32600
11	31	1999.12.01	36	10724
8	32	1999.12.01	71	33008
4	33	1999.12.01	116	41256
43	34	1999.12.01	32	16552
39	35	1999.12.01	111	24687
6	36	1999.12.01	89	24963
32	37	1999.12.01	42	19438
34	1	1999.12.02	220	84980
40	2	1999.12.02	150	33500
9	3	1999.12.02	151	48665
15	4	1999.12.02	135	30535
26	5	1999.12.02	143	45102
39	6	1999.12.02	97	21067
1	7	1999.12.02	59	22984
33	8	1999.12.02	130	39910
27	9	1999.12.02	98	40280
15	10	1999.12.02	117	31386
25	11	1999.12.02	63	14971
6	12	1999.12.02	186	90008
24	13	1999.12.02	154	35334
1	14	1999.12.02	205	97145
38	15	1999.12.02	91	38665
8	16	1999.12.02	150	31500
2	17	1999.12.02	76	32628
2	18	1999.12.02	71	21655
34	19	1999.12.02	82	31706
3	20	1999.12.02	191	47440
10	21	1999.12.02	218	96856
31	22	1999.12.02	158	69546
25	23	1999.12.02	39	11686
35	24	1999.12.02	140	39920
39	25	1999.12.02	144	35624
33	26	1999.12.02	79	36313
32	27	1999.12.02	67	21306
7	28	1999.12.02	147	40437
15	29	1999.12.02	67	20595
41	30	1999.12.02	28	9624
26	31	1999.12.02	121	44518
26	32	1999.12.02	102	44768
43	33	1999.12.02	66	32654
35	34	1999.12.02	73	30819
2	35	1999.12.02	195	91755
11	36	1999.12.02	142	70370
42	37	1999.12.02	161	57950
32	1	1999.12.03	284	110476
6	2	1999.12.03	227	105347
7	3	1999.12.03	178	75582
22	4	1999.12.03	57	14510
2	5	1999.12.03	105	42125
4	6	1999.12.03	140	39880
9	7	1999.12.03	68	28128
21	8	1999.12.03	142	44768
34	9	1999.12.03	162	60040
18	10	1999.12.03	160	47300
39	11	1999.12.03	147	44089
39	12	1999.12.03	167	79024
13	13	1999.12.03	37	13758
8	14	1999.12.03	71	23652
24	15	1999.12.03	74	17542
25	16	1999.12.03	140	60140
40	17	1999.12.03	96	34096
9	18	1999.12.03	85	36510
32	19	1999.12.03	94	47272
36	20	1999.12.03	157	48386
18	21	1999.12.03	57	27462
15	22	1999.12.03	93	36412
9	23	1999.12.03	84	20488
2	24	1999.12.03	153	65025
18	25	1999.12.03	163	67489
41	26	1999.12.03	85	32510
37	27	1999.12.03	107	26536
12	28	1999.12.03	153	69450
39	29	1999.12.03	97	24650
26	30	1999.12.03	72	28444
27	31	1999.12.03	79	31257
42	32	1999.12.03	44	9948
18	33	1999.12.03	32	13728
44	34	1999.12.03	86	33680
15	35	1999.12.03	123	31250
5	36	1999.12.03	83	35607
5	37	1999.12.03	67	27830
30	1	1999.12.04	249	57968
26	2	1999.12.04	162	71118
41	3	1999.12.04	84	18440
40	4	1999.12.04	66	14132
39	5	1999.12.04	180	71560
11	6	1999.12.04	94	30398
16	7	1999.12.04	39	17148
44	8	1999.12.04	122	45972
7	9	1999.12.04	59	15812
21	10	1999.12.04	39	10655
29	11	1999.12.04	288	135848
1	12	1999.12.04	226	73824
20	13	1999.12.04	50	26400
41	14	1999.12.04	144	65036
42	15	1999.12.04	93	26884
4	16	1999.12.04	62	30040
20	17	1999.12.04	61	21984
41	18	1999.12.04	130	60050
15	19	1999.12.04	78	21862
39	20	1999.12.04	132	52020
15	21	1999.12.04	78	32134
34	22	1999.12.04	158	60202
29	23	1999.12.04	33	9674
16	24	1999.12.04	126	27252
15	25	1999.12.04	119	51608
8	26	1999.12.04	93	27254
2	27	1999.12.04	64	15472
11	28	1999.12.04	114	55236
40	29	1999.12.04	127	35209
33	30	1999.12.04	99	45149
37	31	1999.12.04	61	27362
26	32	1999.12.04	165	69640
28	33	1999.12.04	104	48972
6	34	1999.12.04	158	78562
22	35	1999.12.04	195	90625
28	36	1999.12.04	103	23048
8	37	1999.12.04	119	32611
44	1	1999.12.05	259	66286
11	2	1999.12.05	112	27920
5	3	1999.12.05	221	83349
4	4	1999.12.05	124	55688
30	5	1999.12.05	66	24158
17	6	1999.12.05	59	29405
16	7	1999.12.05	64	20836
17	8	1999.12.05	78	26170
26	9	1999.12.05	127	57634
15	10	1999.12.05	145	58160
37	11	1999.12.05	285	91970
38	12	1999.12.05	186	71252
18	13	1999.12.05	39	19788
37	14	1999.12.05	92	37396
37	15	1999.12.05	72	28480
16	16	1999.12.05	58	13682
13	17	1999.12.05	127	56091
38	18	1999.12.05	87	24590
13	19	1999.12.05	80	25540
44	20	1999.12.05	153	66043
27	21	1999.12.05	92	45692
40	22	1999.12.05	109	25771
43	23	1999.12.05	67	26293
41	24	1999.12.05	115	52440
2	25	1999.12.05	220	77940
36	26	1999.12.05	58	15876
8	27	1999.12.05	53	12178
20	28	1999.12.05	282	72592
16	29	1999.12.05	29	9658
18	30	1999.12.05	42	9536
27	31	1999.12.05	40	12220
16	32	1999.12.05	58	16112
34	33	1999.12.05	105	24100
41	34	1999.12.05	49	11029
38	35	1999.12.05	252	124524
26	36	1999.12.05	122	51996
15	37	1999.12.05	84	37164
35	1	1999.12.06	147	54673
42	2	1999.12.06	207	60851
40	3	1999.12.06	187	47724
11	4	1999.12.06	66	31590
18	5	1999.12.06	143	68824
44	6	1999.12.06	132	58180
19	7	1999.12.06	153	32053
35	8	1999.12.06	110	27430
9	9	1999.12.06	140	57460
28	10	1999.12.06	86	36128
5	11	1999.12.06	168	56680
1	12	1999.12.06	244	117708
17	13	1999.12.06	120	54820
7	14	1999.12.06	128	40396
9	15	1999.12.06	213	48560
24	16	1999.12.06	50	21800
37	17	1999.12.06	112	34808
15	18	1999.12.06	34	10342
32	19	1999.12.06	145	62470
35	20	1999.12.06	172	65016
9	21	1999.12.06	218	99146
16	22	1999.12.06	67	33030
32	23	1999.12.06	67	26532
42	24	1999.12.06	135	55160
14	25	1999.12.06	167	49262
5	26	1999.12.06	106	31888
40	27	1999.12.06	57	25026
22	28	1999.12.06	120	29100
10	29	1999.12.06	81	32285
5	30	1999.12.06	106	26310
25	31	1999.12.06	138	40492
25	32	1999.12.06	203	43624
31	33	1999.12.06	92	29276
23	34	1999.12.06	70	17360
30	35	1999.12.06	114	49152
18	36	1999.12.06	66	20016
10	37	1999.12.06	96	28560
34	1	1999.12.07	73	33915
15	2	1999.12.07	120	49780
40	3	1999.12.07	69	16273
4	4	1999.12.07	91	25651
36	5	1999.12.07	83	29022
5	6	1999.12.07	129	35230
26	7	1999.12.07	61	22765
21	8	1999.12.07	64	26612
15	9	1999.12.07	136	35224
17	10	1999.12.07	61	20496
22	11	1999.12.07	192	39400
41	12	1999.12.07	176	67328
30	13	1999.12.07	39	15155
21	14	1999.12.07	161	40767
14	15	1999.12.07	172	53416
29	16	1999.12.07	95	47115
30	17	1999.12.07	70	17030
15	18	1999.12.07	60	16520
32	19	1999.12.07	49	14967
16	20	1999.12.07	60	14480
30	21	1999.12.07	78	25326
43	22	1999.12.07	210	53690
10	23	1999.12.07	126	34442
30	24	1999.12.07	117	24685
41	25	1999.12.07	101	43427
20	26	1999.12.07	100	49500
1	27	1999.12.07	68	22640
15	28	1999.12.07	81	19244
39	29	1999.12.07	45	11450
40	30	1999.12.07	28	9324
16	31	1999.12.07	51	22581
6	32	1999.12.07	81	23694
6	33	1999.12.07	36	17448
32	34	1999.12.07	72	20916
16	35	1999.12.07	267	84772
26	36	1999.12.07	91	23413
16	37	1999.12.07	172	36304
9	1	1999.12.08	80	24060
32	2	1999.12.08	167	73980
41	3	1999.12.08	60	14400
25	4	1999.12.08	118	30880
9	5	1999.12.08	77	37498
33	6	1999.12.08	80	40820
37	7	1999.12.08	50	10350
5	8	1999.12.08	80	37240
12	9	1999.12.08	106	23320
5	10	1999.12.08	48	23784
38	11	1999.12.08	78	33022
13	12	1999.12.08	71	33931
40	13	1999.12.08	111	41915
32	14	1999.12.08	71	22148
12	15	1999.12.08	74	36138
4	16	1999.12.08	81	27687
16	17	1999.12.08	33	7957
41	18	1999.12.08	33	17205
10	19	1999.12.08	98	38322
11	20	1999.12.08	117	48736
5	21	1999.12.08	188	79532
37	22	1999.12.08	163	46892
30	23	1999.12.08	76	37596
24	24	1999.12.08	57	24913
32	25	1999.12.08	165	60885
22	26	1999.12.08	113	40702
31	27	1999.12.08	72	17084
41	28	1999.12.08	126	34568
12	29	1999.12.08	101	46240
12	30	1999.12.08	27	8198
3	31	1999.12.08	103	46856
26	32	1999.12.08	155	63130
2	33	1999.12.08	79	16495
3	34	1999.12.08	116	40404
40	35	1999.12.08	195	68740
32	36	1999.12.08	127	32188
4	37	1999.12.08	117	44326
15	1	1999.12.09	118	33006
33	2	1999.12.09	160	73280
10	3	1999.12.09	136	42388
33	4	1999.12.09	139	31924
6	5	1999.12.09	217	93493
12	6	1999.12.09	40	18660
32	7	1999.12.09	162	40600
35	8	1999.12.09	66	23148
21	9	1999.12.09	42	12828
10	10	1999.12.09	55	22030
5	11	1999.12.09	144	39060
9	12	1999.12.09	207	93329
24	13	1999.12.09	126	31362
7	14	1999.12.09	48	11716
15	15	1999.12.09	57	29074
20	16	1999.12.09	175	68250
8	17	1999.12.09	120	50260
43	18	1999.12.09	94	44416
7	19	1999.12.09	50	18200
22	20	1999.12.09	168	78748
1	21	1999.12.09	220	80360
33	22	1999.12.09	231	107415
42	23	1999.12.09	82	39240
3	24	1999.12.09	104	26156
1	25	1999.12.09	115	52740
43	26	1999.12.09	93	33636
41	27	1999.12.09	84	25488
17	28	1999.12.09	147	47511
20	29	1999.12.09	27	10080
30	30	1999.12.09	86	21526
26	31	1999.12.09	85	27400
40	32	1999.12.09	86	40860
22	33	1999.12.09	85	34175
34	34	1999.12.09	134	51218
27	35	1999.12.09	240	85340
24	36	1999.12.09	100	23500
28	37	1999.12.09	88	22072
23	1	1999.12.10	297	98619
9	2	1999.12.10	195	55020
31	3	1999.12.10	193	93726
37	4	1999.12.10	78	36332
36	5	1999.12.10	215	88635
14	6	1999.12.10	73	35513
35	7	1999.12.10	126	56766
28	8	1999.12.10	158	77340
23	9	1999.12.10	77	27672
14	10	1999.12.10	82	32222
16	11	1999.12.10	144	40700
20	12	1999.12.10	176	40800
11	13	1999.12.10	169	45609
10	14	1999.12.10	178	40704
22	15	1999.12.10	213	52372
23	16	1999.12.10	163	58776
29	17	1999.12.10	33	16148
44	18	1999.12.10	88	24244
25	19	1999.12.10	134	53862
42	20	1999.12.10	180	52120
4	21	1999.12.10	170	37830
37	22	1999.12.10	150	66000
21	23	1999.12.10	36	12448
37	24	1999.12.10	163	53082
44	25	1999.12.10	151	37036
7	26	1999.12.10	43	15864
26	27	1999.12.10	64	19528
9	28	1999.12.10	282	117694
44	29	1999.12.10	91	34278
15	30	1999.12.10	93	39523
42	31	1999.12.10	68	32024
1	32	1999.12.10	115	26225
1	33	1999.12.10	36	15396
43	34	1999.12.10	134	65190
8	35	1999.12.10	87	40455
2	36	1999.12.10	69	34393
33	37	1999.12.10	134	32320
1	1	1999.12.11	198	53072
37	2	1999.12.11	57	16631
29	3	1999.12.11	163	70538
43	4	1999.12.11	129	40474
3	5	1999.12.11	68	25736
4	6	1999.12.11	134	41770
2	7	1999.12.11	90	39910
7	8	1999.12.11	188	84048
13	9	1999.12.11	43	10387
9	10	1999.12.11	113	53410
33	11	1999.12.11	87	31393
41	12	1999.12.11	297	113666
6	13	1999.12.11	45	14310
16	14	1999.12.11	140	33480
29	15	1999.12.11	60	18620
11	16	1999.12.11	76	29204
19	17	1999.12.11	36	11744
11	18	1999.12.11	87	17874
41	19	1999.12.11	134	58550
4	20	1999.12.11	67	19557
2	21	1999.12.11	85	44230
35	22	1999.12.11	78	21014
8	23	1999.12.11	49	23399
2	24	1999.12.11	153	56145
9	25	1999.12.11	124	48840
6	26	1999.12.11	114	41270
39	27	1999.12.11	63	16035
2	28	1999.12.11	126	49932
14	29	1999.12.11	61	21330
19	30	1999.12.11	97	33768
2	31	1999.12.11	37	9361
18	32	1999.12.11	42	14438
43	33	1999.12.11	38	13886
31	34	1999.12.11	108	45164
38	35	1999.12.11	225	104050
9	36	1999.12.11	40	16840
9	37	1999.12.11	81	30574
11	1	1999.12.12	76	24112
13	2	1999.12.12	77	23468
21	3	1999.12.12	84	40088
44	4	1999.12.12	139	40454
11	5	1999.12.12	151	46902
12	6	1999.12.12	62	14210
24	7	1999.12.12	120	60260
11	8	1999.12.12	60	26220
40	9	1999.12.12	112	43024
9	10	1999.12.12	156	72852
33	11	1999.12.12	243	121357
35	12	1999.12.12	158	74438
17	13	1999.12.12	136	50452
25	14	1999.12.12	197	94578
5	15	1999.12.12	194	58894
33	16	1999.12.12	187	69094
28	17	1999.12.12	66	24828
30	18	1999.12.12	73	20153
25	19	1999.12.12	166	55478
35	20	1999.12.12	44	12992
28	21	1999.12.12	48	20768
23	22	1999.12.12	169	81889
27	23	1999.12.12	34	12862
11	24	1999.12.12	91	45181
1	25	1999.12.12	167	49765
35	26	1999.12.12	128	57108
10	27	1999.12.12	40	18800
20	28	1999.12.12	99	32293
25	29	1999.12.12	27	10747
4	30	1999.12.12	103	32906
13	31	1999.12.12	107	46047
15	32	1999.12.12	161	42694
9	33	1999.12.12	50	24200
21	34	1999.12.12	155	50355
9	35	1999.12.12	264	126900
1	36	1999.12.12	108	32828
11	37	1999.12.12	134	45518
29	1	1999.12.13	128	33296
33	2	1999.12.13	157	42233
29	3	1999.12.13	72	28368
7	4	1999.12.13	124	49912
